Message,Label,Source,Language
"20歲或以上急需搵錢❓
即pay現金外快💼
$20000-8萬港幣
全部一日做完出糧💰
有興趣ws📲:63604656
#現金糧 #急住搵錢 #即日出糧",fraud,Unknown,zh
"炒散機會嚟啦‼️請聖誕節label員 
現金糧‼️即日出糧‼️無需經驗‼️
 職位：癡 Label 員（Part Time / 炒散）
時薪：HKD$115蚊-125蚊/鐘 hr up
🕒 時間段（任揀時段 / 每日最少4小時）：包飯鐘
 • 09:00 - 17:00
 • 13:00 - 21:00
 • 17:00 - 01:00
 一至日都有工開返！時間彈性
工作簡單輕鬆，坐定定貼label
男女不苟,歡迎白紙
有興趣即刻 WhatsApp  6417 2764",fraud,Unknown,zh
"禮盒助手‼️
負責整理聖誕禮盒/聖誕禮物入盒裝盒
🕥時間： 4-6鐘 09:00-13:00 / 16:00-20:00 / 18:00-22:00
地區：新界/九龍/港島（多數近地鐵）
時薪：HKD$90-100蚊/鐘hr up
即日出糧‼️做完立即出糧，環境又有冷氣❗️
一星期可返1-7日,日日有工開
越快手越早收,無需搬搬抬抬
男女不苟,试工一日都冇问题👍
有意WhatsApp 9214 1753",fraud,Unknown,zh
"鮮花工廠工作員
《 大量招聘 》
地點：沙田、元朗、尖沙咀、觀塘、粉嶺、荃灣
職責：收貨，點貨，發貨，整理鮮花貨倉
早更：10:00-15:00 | $780/日
夜更：17:00-00:00 | $850/日
福利：包飯飲、1小時有薪午饍
無需經驗，即日PAY
有意者請WhatsApp：6204 0659",fraud,Unknown,zh
"20歲或以上想搵兼職❓
即pay現金外快💼
$20000-8萬港幣
部分工作預先出糧💰
有興趣ws📲:63604656
#現金糧 #急需搵錢 #即日出糧",fraud,Unknown,zh
"Event活動幫手（超缺人）即日返工！！
有冇人有興趣幫手商場/攤位活動,無任何經驗🤗
招聘：Event活動幫手 / 攤位助手
🗓日期 ：1/11 至 31/12
📍 地點：荃湾 / 青衣/ 黄大仙 / 將軍澳 / 觀塘 / 旺角 / 屯門 / 沙田/ 元朗 / 上水
💰 時薪：$100-115 即日出糧（現金/銀行過數)
🕥 時間： 10:00-1800 / 12:00-20:00 / 14:00-22:00 包飯鐘
自己揀時間,最少4個鐘,一星期一日都得
dress code要求:簡單tee,長褲波鞋
有意歡迎Whatsapp  9074 8645 詢問",fraud,Unknown,zh
"大量聘請花店雇员  炒散/兼職
即日出糧 / 支付寶或過數
早更:10:00-16:00  $720/日
夜更:17:00-24:00  $840/日
旺角/元朗/灣仔/觀塘/沙田/荃灣
（可以隨時返工優先）
（清點貨品/唔需搬重嘢/簡單易上手/唔需要經驗）
WhatsApp 即刻報名：6204 0659",fraud,Unknown,zh
"招聘‼️幫手禮盒分貨（長期兼職）
職責：主要負責分貨入禮盒，貼lable
早更：07:00-13:00 $700\日 $100\鐘
午更：15:00-21:00 $800\日 $110\鐘
凌晨：23:00-05:00 $900\日 $120\鐘
（可以自由報更）（唔使搬重物）
有意請WhatsApp 65464933",fraud,Unknown,zh
"觀塘鴻圖道 倉務員
10:00至22:00（自由報閒）
$95 /時薪
簡單倉物工作，簡單易做
有意請電6424 3735",fraud,Unknown,zh
"提供搵錢機會
現金 8萬 至 15萬
單身/離婚 即時收錢
wa.me/85256050309",fraud,Unknown,zh
"招聘男女時間自由彈性
現金出糧 單身/公屋合適
三日可批20萬
Whatsapp：47157772",fraud,Unknown,zh
"自提點 男女店務員|急聘大量人手！！
職責：掃碼入庫，接收速遞同商品，拆袋安排貨物上架
(即日出糧/現金糧/銀行過數)
人工：早更120/鐘 | 午更125/鐘 | 夜更130/鐘
時間：日頭9點-凌晨3點 （自由報更）
地點：油尖旺，元天屯，深水埗，葵涌，上水，港島，沙田
福利：包膳食，1個鐘食飯休息，歡迎白紙，06年就返得
mll歡迎試工whats app：5438 7586",fraud,Unknown,zh
"POP MART 包裝員（長職炒散）
日薪: 700蚊
時間:  9.00-16.00
地點：荃灣，觀塘，屯門，沙田，旺角
職責: 负责打包、贴标签、封箱、出货准备
歡迎新來港人士，畢業生，工作輕鬆上手，超時津貼
有意請Wts : 9379 9457",fraud,Unknown,zh
"Event（超缺人）即日返工！！
有冇人有興趣幫手商場/攤位活動,無任何經驗🤗
招聘：商場活動幫手 / 攤位助手
🗓日期 ：1/11 至 30/11
📍 地點：荃湾 / 青衣/ 黄大仙 / 將軍澳 / 觀塘 / 旺角 / 屯門 / 沙田/ 元朗 / 上水
💰 時薪：$100-115 即日出糧（現金/銀行過數)
🕥 時間： 10:00-1800 / 12:00-20:00 / 14:00-22:00 包飯鐘
自己揀時間,最少4個鐘
有意歡迎Whatsapp  9074 8645 詢問",fraud,Unknown,zh
"POP MART 包裝員（長職炒散）
日薪: 700蚊
時間:  9.00-16.00
地點：荃灣，觀塘，屯門，沙田，旺角
職責: 负责打包、贴标签、封箱、出货准备
歡迎新來港人士，畢業生，工作輕鬆上手，超時津貼
有意請Wts : 9379 9457",fraud,Unknown,zh
"收工即出 現金出糧/過數出糧
「分貨/貼label 🌈倉務員」
男女均可，06年以上，有人教易上手
自由報更，可報一日（試工）/最少4個鐘
07.00am - 05.00am（自由報更,自己揀時間返）
105蚊/鐘、440蚊/4鐘、1030蚊/8鐘
‼️主要幫手貼lable、分貨、入盒
一個鐘休息時間，交通津貼，有冷氣
有意WhatsApp：65464933",fraud,Unknown,zh
"灣仔HKCEC（超缺人）即日返工！！
有冇人有興趣幫手會展helper,無任何經驗🤗
招聘：Event Helper / 攤位助手
🗓日期 ：25/10 至 30/11
📍 地點：多數灣仔HKCEC /觀塘/旺角/屯門/沙田
💰 時薪：$100-115 即日出糧（現金/銀行過數)
🕥 時間： 10:00-1800 / 12:00-20:00 / 14:00-22:00 包飯鐘
自己揀時間,最少4個鐘
Whatsapp 9480 0914",fraud,Unknown,zh
"招高達模型包裝
薪酬：一個鐘110蚊
時間：8.00-13.00/14.00-19.00
地點:   旺角，火炭，粉嶺，觀塘，沙田
職責：负责打包、贴标签、封箱、出货准备
工作簡單/無需經驗/男女不拘
有意請PM Whatsapp：7026 3804",fraud,Unknown,zh
有興趣WhatsApp 6412 4626 貼Label/執貨員 長返/兼職/臨時工/炒散(19歲以上) 簡單易上手，無需搬重物 歡迎白紙 即日開工 現金出糧 早 07:00-13:00 $700 午 15:00-21:00 $800 夜 23:00-05:00 $900 福利：無咁做可以坐 包個飯種問膳食/膳食津貼 交通津貼，新人福利等 WhatsApp 6412 4626 (Penny,fraud,Unknown,zh
"招收線上推廣兼職人員  
免進公司報到 全台皆可兼職  
零風險 台中多家實體店面營登公司  
營業多年 經驗豐富獲取更多專業知識  
無成本 只需發文 賺取高收入  
一隻手機即可賺錢 輕鬆兼職最佳好選擇",fraud,Unknown,zh
"招人～  
1、在家工作（地點、時間都彈性）  
2、社恐人士歡迎福音：可以打字聊天、也可以視訊、語音  
3、有做一定有賺的！！",fraud,Unknown,zh
"良好工作條件：  
・放學後在家工作  
・彈性自由時間  
・不用做麥當勞這麼辛苦的工作  
・宣傳好的話收入不錯",fraud,Unknown,zh
"想喺自己舒適區入面賺取更多收入？  
Dropshipping：以供應商價採購產品，無需庫存、無需倉租。  
馬上開始，打造屬於你嘅網上生意",fraud,Unknown,zh
"招聘緊  
（網上採購助理）  

【招聘對象】  
✅ 香港居民 / 永久居民 優先考慮  
✅ 年齡及背景不限 — 歡迎各類人士申請  
✅ 適合家庭主婦、學生、兼職人士及求職者  
✅ 無需相關工作經驗 — 本公司將提供全面培訓  
✅ 只需具備基本英文理解能力，便可依照簡單步驟完成工作",fraud,Unknown,zh
"兼職工作：聊天管理員  

- 彈性工作時間  
- 合理薪酬  
- 可在家工作  

✅ 立即申請",fraud,Unknown,zh
"簡翻繁  
人員招募中  

將簡體小說轉換做繁體  
喺屋企做嘢，自由又彈性  
自備手機 or 電腦  
⭕ 需成年 ⭕ 無經驗可  

薪金：稿酬會視作品質量去計算",fraud,Unknown,zh
Hi 我係 Mandy～而家急聘網上打字員📝 屋企用手機打手稿圖片，日薪 $600-$1800💰 1000字=$200，任務自己揀！入職即領任務，包教會🤝 即刻加 WhatsApp 了解：+852 6134 7791,fraud,IG,zh
"【遠程文員招聘】主要打啲舊文件入電腦，4-5小時搞掂 $800+💸 無經驗都得，有老師一對一教！只限香港人，有興趣回 ""1"" 入群：https://chat.whatsapp.com/ABC123",fraud,IG,zh
"Hello 我係 Kelly，見到你 JobsDB 履歷好啱做！而家有兼職網購助理，日薪最高 $2500🤑 模擬落單幫商戶衝銷量，完成即過數！回覆 ""OK"" 我加你入任務群",fraud,IG,zh
急聘 IG 任務員📱 每日幫品牌點 Like + 轉發，30分鐘 $300！多勞多得，屋企手機搞掂～有意 WhatsApp：+852 9788 2210 即刻出糧,fraud,IG,zh
"【在家賺錢】打字員招募中！主要打中英對照文件，1000字=$220，任務每日更新，無時間限制⏰ 入職免費培訓，香港居民優先，回 ""打字"" 入群",fraud,IG,zh
"Hi 我係 Iris～見你 LinkedIn 資料好 professional！而家有遠程數據整理工，日薪 $700-$2000💰 用 Excel 抄啲產品資料，WFH 彈性時間！回 ""有興趣"" 加群",fraud,IG,zh
【YouTube 推廣員】每日訂閱 50 個指定頻道，$15/個，一日輕鬆賺 $750+📈 完成任務即過支付寶！加 WhatsApp 領取頻道清單：+852 5110 3344,fraud,IG,zh
"網店銷售助理（遠程）模擬購買提升排名，每單佣金 $80-$200💵 無需自己出錢，平台墊付！有意回 ""購物"" 入官方任務群",fraud,IG,zh
打工妹注意啦！而家招打字員📝 主要打手寫藥單，準確率 95% 以上，1000字=$250！日結 Alipay/WeChat，屋企手機打得！WhatsApp：+852 6339 1102,fraud,IG,zh
"Hello, this is Sarah from HR Dept. We found your CV on Indeed. Part-time online reviewer needed, $500-1500/day, review apps & write comments. Reply ""REVIEW"" to join.",fraud,IG,en
"【電商刷單員】幫網店刷評價+落單，每單 $60-$180💰 平台先墊錢，你唔使畀！完成即過 FPS，平均日賺 $1200+，回 ""刷單"" 入群",fraud,IG,zh
急聘 Telegram 任務員📲 每日轉發 20 條廣告訊息，$20/條，一小時 $400！多做多得，無上限～加 @HKTask2025 領取任務,fraud,IG,zh
"Hi 我係 Olivia～而家有新項目：幫內地品牌喺 HK01 點擊廣告，提升曝光率🔥 每點擊 $8，一日 200 click = $1600！即日結算，回 ""點擊"" 入群",fraud,IG,zh
【在家兼職】主要幫公司登記客戶資料入系統，4小時 $900💸 無經驗都教，香港身份證優先！WhatsApp 領表格：+852 9777 5533,fraud,WhatsApp,zh
"Hello I’m Jason, we’re hiring remote purchase assistants. Simulate buying on Shopee/Lazada, earn $100-300 per order. Platform reimburses 100%. Reply ""BUY"" to proceed.",fraud,WhatsApp,zh
打字員招募！主要打古籍影印本，1000字=$230，任務每日發放📥 支援手機 WPS / 記事本，完成即過微信紅包！加群：https://t.me/HKTypingJob,fraud,WhatsApp,zh
"【IG 成長助理】每日幫客戶 IG 帳號 Like + Comment，$12/個，一日 100 個 = $1200💰 自動化工具教學，屋企手機搞掂！回 ""IG"" 入任務群",fraud,WhatsApp,zh
"Hi 我係 Amy～見你 JobsDB 資料好 detail-oriented！而家有遠程核對工：比對網店訂單同物流，準確率高有 bonus，日薪 $800+💵 回 ""核對"" 加群",fraud,WhatsApp,zh
"【模擬購物員】幫淘寶店衝銷量，每單佣金 $90-$250💸 平台墊付商品+運費，完成即退款+佣金！香港人限定，回 ""淘寶"" 入群",fraud,WhatsApp,zh
急聘 WhatsApp 客服（遠程）回覆標準訊息模板，時薪 $120🕒 每日 3-4 小時，屋企用手機得！培訓 1 日即上手，WhatsApp：+852 5443 9987,fraud,WhatsApp,zh
"【YouTube 觀看員】每日觀看指定影片 30 分鐘，$400/日📺 幫頻道衝 watch time，多看多賺！完成過支付寶，回 ""觀看"" 入群",fraud,WhatsApp,zh
Hi 我係 Cherry～而家招網上登記員：幫公司登記會員資料，100 份=$1000💰 支援 Excel / 手機記事本，日結 FPS！加 WhatsApp 領表格,fraud,WhatsApp,zh
"【電商評價員】幫內地網店寫 5 星好評+晒圖，每單 $70-$150🌟 平台提供圖片同模板，抄寫即過數！回 ""評價"" 入官方群",fraud,WhatsApp,zh
"Hello, this is HR from Global E-commerce Ltd. We need data entry clerks, type product info from images, $0.2 per entry, avg $1000/day. Reply ""DATA"" to join.",fraud,WhatsApp,zh
打字員火速招聘！主要打手寫發票，1000字=$240🖋️ 支援 Microsoft Word / WPS，任務每日更新，完成即過銀行！WhatsApp：+852 6221 4477,fraud,Facebook,zh
"【TikTok 推廣員】每日幫品牌影片點 Like + 分享，$15/個，一日 80 個 = $1200📱 自動化工具教學，香港 IP 限定，回 ""TikTok"" 入群",fraud,Facebook,zh
"Hi 我係 Lily～見你 LinkedIn 有行政經驗！而家有遠程文件整理工：掃描文件轉 PDF + 命名，日薪 $700-$1800💼 回 ""文件"" 加群",fraud,Facebook,zh
"【模擬下單員】幫 Lazada 店衝排名，每單 $100-$280💰 平台墊付全額，完成即退款+佣金！日結微信，回 ""Lazada"" 入任務群",fraud,Facebook,zh
急聘線上助理📋 主要回覆客戶 WhatsApp 標準訊息，時薪 $130🕰️ 每日 4 小時，屋企手機搞掂，包教模板！WhatsApp：+852 5338 7765,fraud,Facebook,zh
"【Google 評論員】幫本地店寫 5 星 Google Review，每條 $80-$200🌟 提供店舖資料同模板，抄寫即過 FPS！回 ""Google"" 入群",fraud,Facebook,zh
"Hi 我係 Vicky～而家有新項目：幫公司登記保單資料，100 份=$1200📑 支援手機記事本，無經驗都教！香港居民優先，回 ""保單"" 加群",fraud,Facebook,zh
"【Shopee 刷單員】模擬購買提升銷量，每單佣金 $85-$220🛒 平台先墊錢，完成即退款+佣金！日結 Alipay，回 ""Shopee"" 入群",fraud,Facebook,zh
打字員招募！主要打中醫處方，1000字=$260💊 任務每日發放，支援 WPS / 備忘錄，完成即過微信紅包！加群：https://t.me/HKTyping2025,fraud,Facebook,zh
"Hello I’m Tom from Recruitment Agency. We need remote order processors, verify online orders, $600-2000/day. Reply ""ORDER"" to get details.",fraud,Facebook,zh
"【FB 廣告點擊員】每日點擊指定 FB 廣告，$10/click，一日 150 click = $1500🔥 香港 IP 限定，完成過支付寶！回 ""FB"" 入任務群",fraud,Facebook,zh
急聘網店助理（遠程）幫內地店核對庫存，4小時 $850📦 無經驗都得，包教 Excel！日結銀行過數，WhatsApp：+852 9663 2211,fraud,Facebook,zh
"【YouTube 留言員】幫頻道寫正面留言，$18/條，一日 70 條 = $1260💬 提供模板，抄寫即過數！回 ""留言"" 入群",fraud,Thread,zh
"Hi 我係 Sandy～見你 Indeed 資料好細心！而家有遠程資料輸入工：抄產品規格入系統，日薪 $800+💻 回 ""輸入"" 加群",fraud,Thread,zh
"【淘寶直播助理】幫主播刷人氣禮物，每單 $120-$300🎁 平台墊付，完成即退款+佣金！香港人限定，回 ""直播"" 入任務群",fraud,Thread,zh
打字員火速招募！主要打律師樓文件，1000字=$280📜 任務每日更新，支援 Word / 記事本，完成即過 FPS！WhatsApp：+852 5440 8899,fraud,Thread,zh
"【IG 故事推廣員】每日幫品牌轉發 IG Story，$25/個，一日 60 個 = $1500📱 自動化工具教學，回 ""Story"" 入群",fraud,Thread,zh
"Hello, this is HR from Asia Pacific Ltd. We’re hiring caption typists, type subtitles from videos, $0.25 per word, avg $1200/day. Reply ""CAPTION"".",fraud,Thread,zh
"急聘線上核對員🔍 比對網店訂單同出貨單，準確率高有 bonus，日薪 $900+💰 屋企用手機搞掂！回 ""核對"" 加群",fraud,Thread,zh
"【Carousell 模擬買家】幫賣家衝曝光，每單 $70-$180👟 平台墊付，完成即退款+佣金！日結微信，回 ""Carousell"" 入任務群",fraud,Thread,zh
Hi 我係 Maggie～而家招遠程登記員：幫公司登記客戶資料，100 份=$1100📋 支援手機 WPS，香港身份證優先！WhatsApp 領表格,fraud,Thread,zh
"【TikTok 觀看員】每日觀看指定影片 20 分鐘，$450/日📹 幫頻道衝流量，多看多賺！完成過 Alipay，回 ""觀看"" 入群",fraud,Thread,zh
打字員招募！主要打手寫會計憑證，1000字=$270🧾 任務每日發放，支援備忘錄，完成即過銀行！加群：https://chat.whatsapp.com/TypingHK,fraud,Thread,zh
"【FB 粉絲團助理】每日幫頁面邀請 100 個香港人入群，$8/人，一日 $800👥 自動化工具教學，回 ""邀請"" 入任務群",fraud,Thread,zh
"Hi 我係 Zoe～見你 JobsDB 有文職經驗！而家有遠程文件掃描工：影文件轉 PDF，日薪 $700-$1600📄 回 ""掃描"" 加群",fraud,Thread,zh
【最終召集】網上任務員（多項目）打字/刷單/點擊/留言/訂閱✨ 每日 $800-$3000💸 任務自己揀，屋企手機搞掂！即刻入官方總群：https://t.me/HKOnlineJobs2025,fraud,Thread,zh
"Feelings Group Limited: STEM - AI Technical Project Manager Intern - Support coordination and execution of AI projects involving multimodal medical monitoring systems for humans and animals. Gain hands-on experience in AI product development support, data analysis, cross-team communication, technology transfer, and innovation showcases within a fast-paced startup environment.",normal,PolyU,en
"Feelings Group Limited: STEM - AI Technical Intern - Contribute to AI software and algorithm development for multimodal sensor-based, non-contact vital sign monitoring platforms. Gain hands-on experience with coding, AI model testing, data pipelines, and collaboration with hardware and clinical teams in a fast-moving startup environment.",normal,PolyU,en
"Nexrehabs Limited: STEM - AI Software Intern - Contribute to AI software development, data analysis, and algorithm implementation for AI-powered oral-motor assessment and rehabilitation platforms, working with multimodal AI models, real-time feedback systems, and digital health solutions.",normal,PolyU,en
"Nexrehabs Limited: STEM - AI Technical Project Management Intern - Assist in managing and coordinating AI and medical technology projects involving telehealth, oral-motor rehabilitation, multimodal AI systems, VR/AR, and AIoT devices. Gain hands-on experience in project tracking, multidisciplinary collaboration, data analysis, technology transfer, and commercialization within a fast-growing rehabilitation technology startup.",normal,PolyU,en
"Mednnect Limited: Business Development & Operations Assistant Intern - Support and coordinate AI-driven veterinary healthcare projects from conception to delivery, ensuring alignment with innovation goals. Gain hands-on experience in project management, data analysis, AI monitoring, and cross-functional collaboration within a fast-paced research and commercialization environment.",normal,PolyU,en
"Nexrehabs Limited: Business Operations Intern (Exhibitions & Events) - Support exhibition and event operations, daily business coordination, and marketing activities related to Nexrehabs??AI-driven rehabilitation products. Gain hands-on experience in business operations and event management within an innovative healthcare technology company.",normal,PolyU,en
"Medtaverses Group Limited: Business Development & Operations Assistant Intern - Support and coordinate AI and medical technology development projects, focusing on digital therapy platforms, VR/AR applications, and AI model integration. Gain experience in project management, data analysis, and cross-functional collaboration within a fast-paced health tech startup.",normal,PolyU,en
"Mednnect Limited: Business Development & Operations Assistant Intern - Support and coordinate AI-driven veterinary healthcare projects from conception to delivery, ensuring alignment with innovation goals. Gain hands-on experience in project management, data analysis, AI monitoring, and cross-functional collaboration within a fast-paced research and commercialization environment.",normal,PolyU,en
"Schneider Electric (China) Co., Ltd: Embedded Software Verification Intern - Support embedded software testing and validation to ensure the quality and readiness of firmware products and release packages. The role involves hardware testing, test case development and automation, and participation in the full release preparation process within an agile engineering team.",normal,PolyU,en
"WYNI Technology Limited: Junior AI Engineer - Collaborate with senior engineers to design, develop, deploy, and maintain AI-powered applications. Gain hands-on experience in LLM fine-tuning, Retrieval-Augmented Generation (RAG), full-stack development, and modern DevOps practices within a dynamic, fast-growing AI team.",normal,PolyU,en
"ideabee Design Consultancy Limited: STEM - Tech Development Intern (Software / Automation) - Work within a small, agile team to develop software, automation tools, and web applications across ideabee? educational and design brands. The role involves both technical development and creative problem-solving across evolving business initiatives.",normal,PolyU,en
"Witernet Limited: AI Engineer (Intern) - Focuses on building the AI platform's core intelligence by designing and training machine learning models, developing data pipelines, and deploying models into scalable, reliable systems. Role is grounded in algorithms, data, and software engineering.",normal,PolyU,en
"Witernet Limited: IT Engineer (Intern) - Frontline technical role providing on-site and remote support for clients' IT infrastructure, including installation, configuration, troubleshooting, and maintenance of enterprise-grade hardware and systems in a client-facing environment.",normal,PolyU,en
Witernet Limited: STEM - Marketing Officer / Executive (Intern) - nan,normal,PolyU,en
OneLedger Limited: STEM Internship (Application Development) - nan,normal,PolyU,en
EyeAI Ltd: STEM ??AI & Software Development Intern - nan,normal,PolyU,en
"The Hong Kong Polytechnic University - Department of Chinese History and Culture: STEM Internship Scheme (Winter 2025) - Digital Humanities / Data & AI Intern - Integrate technology into humanities education and research by embedding STEM elements into Chinese history and culture curricula and projects, with hands-on experience in digital humanities, data-driven storytelling, and AI-based prototype development.",normal,PolyU,en
RSM Hong Kong: IT Due Diligence / Cyber Security / IT Audit Intern - nan,normal,PolyU,en
Tradelink Technologies Limited: Azure Infrastructure Engineer Intern - nan,normal,PolyU,en
